GEOID,County,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,Median_Household_Income,S1901_C01_013E,S1901_C01_014E,S1901_C01_015E,S1901_C01_016E
0500000US20203,"Wichita County, Kansas",934,1.7,4.6,6.9,12.6,17.9,22.2,14.1,14.7,4.0,1.4,57978,68597,47.9,(X),(X)
0500000US20205,"Wilson County, Kansas",3712,8.5,6.3,10.5,12.1,14.5,21.6,11.5,9.7,2.5,2.8,48341,65716,36.9,(X),(X)
0500000US20207,"Woodson County, Kansas",1434,9.6,9.2,12.4,12.9,15.6,19.7,9.3,7.9,2.3,1.0,39643,51321,41.8,(X),(X)
0500000US20209,"Wyandotte County, Kansas",60128,9.0,5.4,10.7,12.0,16.8,18.2,12.0,11.4,2.9,1.6,46881,58379,36.8,(X),(X)
0500000US21001,"Adair County, Kentucky",6977,9.5,8.4,17.2,11.9,15.5,17.1,9.1,7.5,2.4,1.4,38021,53464,44.3,(X),(X)
0500000US21003,"Allen County, Kentucky",7605,9.5,6.4,11.8,12.2,16.4,19.2,11.7,8.9,2.4,1.6,44036,57154,29.5,(X),(X)
0500000US21005,"Anderson County, Kentucky",8694,6.4,3.3,9.7,10.8,15.0,20.3,13.9,14.5,3.1,3.2,55334,67961,29.4,(X),(X)
0500000US21007,"Ballard County, Kentucky",3065,7.2,6.3,13.1,12.3,15.0,17.4,9.6,13.8,3.1,2.3,45048,62411,33.1,(X),(X)
0500000US21009,"Barren County, Kentucky",16931,8.7,8.0,13.0,12.0,18.9,16.8,9.7,8.7,2.4,1.7,41459,53857,35.5,(X),(X)
0500000US21011,"Bath County, Kentucky",4827,9.8,5.4,12.6,8.2,19.0,19.6,10.5,10.8,2.2,1.8,44898,57056,38.3,(X),(X)
0500000US21013,"Bell County, Kentucky",10624,18.1,11.1,18.4,14.0,14.9,11.5,7.2,3.6,0.6,0.6,26272,37783,39.0,(X),(X)
0500000US21015,"Boone County, Kentucky",46997,2.9,2.5,6.5,7.6,11.4,17.1,14.4,20.6,9.2,7.7,78327,97356,32.4,(X),(X)
0500000US21017,"Bourbon County, Kentucky",8106,6.5,3.8,13.6,12.3,13.9,15.3,15.4,13.2,3.0,2.9,49637,68312,33.5,(X),(X)
0500000US21019,"Boyd County, Kentucky",18210,10.4,6.8,9.1,11.2,14.1,18.1,12.8,11.4,3.1,2.9,48308,65925,31.2,(X),(X)
0500000US21021,"Boyle County, Kentucky",11023,6.9,6.6,13.1,11.1,14.3,17.1,10.3,13.1,4.0,3.4,46382,67505,29.3,(X),(X)
0500000US21023,"Bracken County, Kentucky",3318,11.2,6.8,10.6,9.7,12.7,19.1,12.0,14.9,2.0,0.9,49158,59654,32.1,(X),(X)
0500000US21025,"Breathitt County, Kentucky",5358,19.7,12.5,13.7,12.6,9.1,14.2,8.3,7.2,0.9,2.0,27344,46260,43.7,(X),(X)
0500000US21027,"Breckinridge County, Kentucky",7598,7.6,7.4,13.1,10.7,13.3,18.3,14.5,9.8,3.8,1.6,47190,59753,27.4,(X),(X)
0500000US21029,"Bullitt County, Kentucky",29690,4.6,3.0,8.9,8.0,13.0,22.3,15.5,16.0,5.8,2.9,63348,75782,34.9,(X),(X)
0500000US21031,"Butler County, Kentucky",4958,9.9,5.6,13.9,13.8,12.3,18.7,10.8,11.0,2.0,1.8,41763,57071,31.5,(X),(X)
0500000US21033,"Caldwell County, Kentucky",5163,9.3,9.1,11.5,10.6,14.0,16.4,13.0,10.0,2.3,3.8,44775,69078,40.6,(X),(X)
0500000US21035,"Calloway County, Kentucky",14996,10.9,8.2,12.6,10.7,14.2,17.3,10.6,9.2,3.9,2.3,42273,57431,38.3,(X),(X)
0500000US21037,"Campbell County, Kentucky",36746,7.2,4.2,8.1,9.1,11.8,17.0,12.7,16.9,7.5,5.6,63050,83704,31.4,(X),(X)
0500000US21039,"Carlisle County, Kentucky",1980,5.6,7.3,14.5,12.5,14.1,17.6,12.6,11.0,1.7,3.2,45109,74424,40.9,(X),(X)
0500000US21041,"Carroll County, Kentucky",4101,6.6,10.0,16.9,10.9,10.8,14.9,12.8,8.0,4.4,4.8,43524,63333,41.4,(X),(X)
0500000US21043,"Carter County, Kentucky",9606,15.7,8.1,14.8,11.8,12.9,16.0,9.3,9.1,1.5,0.7,34736,49489,40.8,(X),(X)
0500000US21045,"Casey County, Kentucky",6099,9.7,12.8,15.8,12.1,15.4,14.1,9.2,7.9,2.2,0.9,34819,46614,38.2,(X),(X)
0500000US21047,"Christian County, Kentucky",25721,10.3,6.3,10.4,12.1,17.7,18.9,10.8,8.7,2.4,2.5,43919,58192,37.6,(X),(X)
0500000US21049,"Clark County, Kentucky",14509,6.2,5.2,12.4,10.1,11.6,18.5,15.7,13.1,4.3,2.9,54953,71215,29.6,(X),(X)
0500000US21051,"Clay County, Kentucky",7622,20.1,9.4,17.5,11.5,13.3,14.1,7.7,4.4,0.9,0.9,26840,39471,40.8,(X),(X)
0500000US21053,"Clinton County, Kentucky",3985,12.4,8.3,18.2,14.1,15.1,16.5,5.3,7.5,0.6,2.0,32184,50852,50.4,(X),(X)
0500000US21055,"Crittenden County, Kentucky",3567,7.2,7.3,14.5,10.1,15.5,19.6,11.3,10.1,1.9,2.5,45244,58303,42.6,(X),(X)
0500000US21057,"Cumberland County, Kentucky",2616,15.8,9.4,11.7,12.3,20.1,13.4,7.3,7.9,1.5,0.5,35344,44638,49.4,(X),(X)
0500000US21059,"Daviess County, Kentucky",40179,7.7,4.8,10.3,11.4,14.1,18.4,13.4,12.7,3.6,3.5,51673,71162,35.2,(X),(X)
0500000US21061,"Edmonson County, Kentucky",4885,8.1,10.2,10.2,12.4,15.9,21.6,9.0,9.4,2.0,1.1,43401,52578,32.1,(X),(X)
0500000US21063,"Elliott County, Kentucky",2523,15.0,9.8,16.8,11.5,13.0,18.0,8.1,7.5,0.1,0.2,32306,43276,49.5,(X),(X)
0500000US21065,"Estill County, Kentucky",5499,15.9,10.7,14.1,13.6,13.0,16.4,8.5,6.2,0.5,1.0,31688,43297,36.5,(X),(X)
0500000US21067,"Fayette County, Kentucky",129784,7.0,4.5,9.6,9.9,13.0,17.6,12.2,14.2,5.9,6.2,57291,83111,26.2,(X),(X)
0500000US21069,"Fleming County, Kentucky",5841,8.6,6.5,14.1,12.2,14.2,19.2,12.5,8.0,2.1,2.7,44612,58083,35.5,(X),(X)
0500000US21071,"Floyd County, Kentucky",15000,16.3,9.9,15.8,10.8,15.1,13.6,9.6,6.5,1.1,1.2,32730,47590,34.7,(X),(X)
0500000US21073,"Franklin County, Kentucky",21076,4.3,4.6,8.3,11.4,14.5,21.9,15.2,12.6,4.5,2.7,56274,70994,29.7,(X),(X)
0500000US21075,"Fulton County, Kentucky",2441,15.8,10.5,19.0,10.2,15.6,13.9,6.6,6.8,0.9,0.6,30114,41296,36.2,(X),(X)
0500000US21077,"Gallatin County, Kentucky",3105,6.9,5.7,9.3,9.6,15.4,20.8,14.6,13.0,4.4,0.2,52167,61571,39.4,(X),(X)
0500000US21079,"Garrard County, Kentucky",6706,6.0,4.7,11.7,12.5,13.0,18.5,15.2,12.1,3.2,3.1,52631,66967,30.6,(X),(X)
0500000US21081,"Grant County, Kentucky",9141,6.4,6.8,12.9,10.4,14.3,18.1,10.8,14.2,3.8,2.4,48714,62680,40.3,(X),(X)
0500000US21083,"Graves County, Kentucky",14316,10.6,7.6,12.4,10.3,13.6,18.2,10.4,10.8,3.7,2.4,44043,61303,39.4,(X),(X)
0500000US21085,"Grayson County, Kentucky",9758,10.2,6.6,15.0,14.2,15.5,13.7,11.9,9.0,2.6,1.1,38612,52937,33.9,(X),(X)
0500000US21087,"Green County, Kentucky",4413,8.3,8.7,17.2,14.8,14.1,16.7,9.4,6.7,2.4,1.7,35899,53787,42.5,(X),(X)
0500000US21089,"Greenup County, Kentucky",14056,6.9,5.5,12.0,11.4,12.6,20.0,10.4,12.7,4.5,3.9,51655,69483,32.5,(X),(X)
0500000US21091,"Hancock County, Kentucky",3311,5.5,4.5,6.5,11.2,15.6,22.1,15.2,14.7,4.2,0.6,57217,65006,24.6,(X),(X)
0500000US21093,"Hardin County, Kentucky",41646,6.2,3.5,10.5,10.3,15.1,19.1,12.7,15.2,4.4,2.9,54367,71340,30.3,(X),(X)
0500000US21095,"Harlan County, Kentucky",11134,18.7,10.1,19.3,11.2,12.8,15.2,6.6,4.0,1.5,0.6,26478,39289,34.2,(X),(X)
0500000US21097,"Harrison County, Kentucky",7283,9.8,6.5,12.7,7.6,14.2,19.1,11.6,13.6,2.5,2.4,48438,61766,34.3,(X),(X)
0500000US21099,"Hart County, Kentucky",7351,13.1,7.5,14.2,12.1,15.1,17.5,8.4,8.9,1.5,1.6,38396,51902,32.0,(X),(X)
0500000US21101,"Henderson County, Kentucky",18643,7.3,6.7,12.1,12.4,12.4,19.1,12.4,10.8,3.9,2.9,48926,63853,38.8,(X),(X)
0500000US21103,"Henry County, Kentucky",6044,6.8,3.8,9.7,11.4,14.7,23.1,13.3,11.9,3.4,1.9,53926,66063,37.5,(X),(X)
0500000US21105,"Hickman County, Kentucky",1798,10.7,3.9,13.8,11.8,17.1,16.4,9.8,9.3,2.1,4.9,42929,66137,37.5,(X),(X)
0500000US21107,"Hopkins County, Kentucky",18588,10.2,5.9,11.2,11.1,14.7,17.2,12.4,12.1,3.1,2.2,47170,60425,36.9,(X),(X)
0500000US21109,"Jackson County, Kentucky",5484,15.7,10.8,11.9,15.2,11.9,15.8,9.9,6.6,0.9,1.4,32138,45258,48.6,(X),(X)
0500000US21111,"Jefferson County, Kentucky",312679,6.7,4.5,9.7,9.7,13.9,18.0,12.6,13.6,5.8,5.6,56586,79373,33.0,(X),(X)
0500000US21113,"Jessamine County, Kentucky",18821,6.5,6.0,7.6,8.4,15.1,17.4,14.4,13.4,5.5,5.9,58245,84773,29.1,(X),(X)
0500000US21115,"Johnson County, Kentucky",8488,12.3,9.0,15.8,10.0,15.5,12.5,9.9,10.9,2.0,2.0,37055,55898,36.5,(X),(X)
0500000US21117,"Kenton County, Kentucky",63966,5.4,4.0,7.7,9.0,12.3,18.6,14.0,17.4,6.0,5.5,64339,83684,31.0,(X),(X)
0500000US21119,"Knott County, Kentucky",6388,17.2,7.0,18.6,12.0,13.3,15.5,8.8,4.4,2.3,0.9,31198,43034,28.5,(X),(X)
0500000US21121,"Knox County, Kentucky",11961,21.5,9.9,12.7,11.6,14.4,13.0,8.4,5.4,2.0,1.2,30181,44833,32.8,(X),(X)
0500000US21123,"Larue County, Kentucky",5741,5.7,7.5,11.8,11.9,15.8,20.8,13.0,6.8,2.5,4.2,47643,61993,31.5,(X),(X)
0500000US21125,"Laurel County, Kentucky",22573,12.0,8.0,12.6,11.0,14.8,17.9,10.0,9.4,2.0,2.4,41526,56574,34.1,(X),(X)
0500000US21127,"Lawrence County, Kentucky",5784,14.9,11.1,14.7,10.5,15.7,15.7,7.3,7.1,2.1,0.8,32798,46907,40.5,(X),(X)
0500000US21129,"Lee County, Kentucky",2839,24.2,7.0,18.5,10.6,13.8,12.3,6.9,5.2,0.1,1.3,25275,39008,47.1,(X),(X)
0500000US21131,"Leslie County, Kentucky",4076,19.1,8.7,14.8,12.4,15.8,16.1,9.6,2.5,0.7,0.4,31627,39649,29.5,(X),(X)
0500000US21133,"Letcher County, Kentucky",9721,17.4,8.0,17.2,12.5,14.1,13.5,6.8,8.3,0.8,1.3,29886,47200,30.5,(X),(X)
0500000US21135,"Lewis County, Kentucky",5268,15.4,8.6,17.8,11.0,12.5,17.2,8.0,5.4,3.0,1.1,31147,47765,43.4,(X),(X)
0500000US21137,"Lincoln County, Kentucky",9697,8.9,6.4,12.7,11.5,16.8,19.1,13.0,8.6,1.5,1.5,42919,54753,36.3,(X),(X)
0500000US21139,"Livingston County, Kentucky",3857,8.7,4.9,12.3,11.6,11.8,26.8,11.3,9.6,1.1,1.9,50839,64268,39.2,(X),(X)
0500000US21141,"Logan County, Kentucky",10418,8.0,8.0,9.5,11.6,15.1,18.9,14.8,10.1,1.8,2.2,48014,60451,35.1,(X),(X)
0500000US21143,"Lyon County, Kentucky",3333,6.5,5.9,13.3,9.7,13.8,23.8,9.5,10.4,5.6,1.5,52528,64743,43.7,(X),(X)
0500000US21145,"McCracken County, Kentucky",27854,6.4,7.2,13.7,11.8,13.6,16.8,11.1,11.3,3.9,4.2,46080,73816,38.8,(X),(X)
0500000US21147,"McCreary County, Kentucky",6052,15.6,11.3,19.5,15.4,9.7,15.5,6.1,5.5,0.7,0.7,28105,39988,33.4,(X),(X)
0500000US21149,"McLean County, Kentucky",3809,8.4,6.4,12.0,7.4,12.4,21.8,12.2,13.4,4.9,1.2,51861,62656,35.5,(X),(X)
0500000US21151,"Madison County, Kentucky",33359,8.6,6.1,11.9,9.7,13.6,17.3,12.8,13.2,3.9,2.9,50060,67153,29.8,(X),(X)
0500000US21153,"Magoffin County, Kentucky",5020,17.1,8.6,19.9,14.1,12.3,14.1,6.9,4.5,1.7,0.9,28147,43655,36.6,(X),(X)
0500000US21155,"Marion County, Kentucky",7405,8.5,8.1,11.6,16.3,14.6,16.2,10.6,10.4,2.0,1.7,40107,55942,43.9,(X),(X)
0500000US21157,"Marshall County, Kentucky",13121,6.3,5.6,10.5,10.7,12.5,18.0,14.0,15.2,3.8,3.4,55113,70833,38.6,(X),(X)
0500000US21159,"Martin County, Kentucky",4153,14.2,5.2,14.3,9.0,18.7,17.7,8.9,10.1,1.6,0.4,41013,49051,32.4,(X),(X)
0500000US21161,"Mason County, Kentucky",6700,9.7,6.5,13.5,12.0,11.9,13.3,11.6,12.5,5.5,3.4,45377,70046,41.0,(X),(X)
0500000US21163,"Meade County, Kentucky",10685,5.7,4.8,7.1,9.5,13.9,21.0,13.8,17.5,4.8,1.9,56603,72177,26.9,(X),(X)
0500000US21165,"Menifee County, Kentucky",2651,12.1,8.5,10.2,13.8,16.7,18.7,11.7,6.5,1.8,0.0,39325,47917,48.2,(X),(X)
0500000US21167,"Mercer County, Kentucky",8556,6.9,6.2,10.5,9.5,12.8,20.0,12.6,16.2,2.9,2.4,55093,66500,33.2,(X),(X)
0500000US21169,"Metcalfe County, Kentucky",4074,11.1,9.7,17.7,8.9,17.7,13.7,11.8,6.4,2.0,0.9,37386,47093,37.8,(X),(X)
0500000US21171,"Monroe County, Kentucky",4491,11.4,11.6,13.9,13.2,11.3,16.2,7.9,8.6,3.4,2.5,34879,55109,41.2,(X),(X)
0500000US21173,"Montgomery County, Kentucky",10481,7.4,5.7,12.0,10.4,16.6,21.0,14.7,9.0,1.8,1.5,45516,57732,41.4,(X),(X)
0500000US21175,"Morgan County, Kentucky",4865,12.1,9.2,15.3,12.1,14.0,16.9,9.9,7.8,1.1,1.6,36134,49961,41.7,(X),(X)
0500000US21177,"Muhlenberg County, Kentucky",11351,7.8,7.5,11.7,13.5,15.6,18.9,10.2,10.4,2.7,1.6,43590,57437,42.3,(X),(X)
0500000US21179,"Nelson County, Kentucky",17853,4.0,3.1,9.6,9.6,14.2,22.1,14.1,14.8,4.7,3.7,60127,82718,39.7,(X),(X)
0500000US21181,"Nicholas County, Kentucky",2804,8.9,6.3,13.9,18.9,13.4,14.2,9.4,10.5,2.7,2.0,38149,55681,34.0,(X),(X)
0500000US21183,"Ohio County, Kentucky",9122,9.5,4.6,10.7,12.5,17.9,18.8,11.2,10.8,2.0,1.9,45564,62237,38.9,(X),(X)
0500000US21185,"Oldham County, Kentucky",20911,2.3,1.9,5.1,5.3,7.9,14.4,13.5,22.9,10.3,16.5,99128,128725,30.6,(X),(X)
0500000US21187,"Owen County, Kentucky",3995,8.4,8.0,13.7,10.9,9.9,18.4,8.7,13.9,3.4,4.6,48801,68307,36.6,(X),(X)
0500000US21189,"Owsley County, Kentucky",1704,21.6,9.7,11.6,11.7,11.9,10.7,11.6,10.3,0.6,0.4,30284,47219,55.6,(X),(X)
0500000US21191,"Pendleton County, Kentucky",5253,10.2,6.0,9.3,8.9,12.7,16.4,15.2,16.9,3.3,1.2,54375,63926,33.6,(X),(X)
0500000US21193,"Perry County, Kentucky",11226,15.1,8.0,14.2,14.0,12.4,14.6,9.6,7.3,2.8,1.9,33640,53993,30.7,(X),(X)
0500000US21195,"Pike County, Kentucky",25702,14.6,8.2,14.9,12.5,15.2,13.1,9.6,8.2,1.8,1.9,34856,52110,43.5,(X),(X)
0500000US21197,"Powell County, Kentucky",4770,12.8,7.3,12.3,12.5,12.4,15.9,15.7,8.6,1.4,1.0,37469,51797,31.4,(X),(X)
0500000US21199,"Pulaski County, Kentucky",25301,11.7,8.4,13.8,11.4,12.6,16.1,11.7,9.0,3.0,2.2,39998,60035,39.9,(X),(X)
0500000US21201,"Robertson County, Kentucky",861,15.0,4.8,12.0,14.3,9.3,21.8,10.0,9.6,1.3,2.0,41902,53601,34.5,(X),(X)
0500000US21203,"Rockcastle County, Kentucky",6544,12.1,8.7,18.1,10.6,9.5,19.2,10.2,8.2,2.0,1.4,35720,51627,33.4,(X),(X)
0500000US21205,"Rowan County, Kentucky",8623,11.3,7.5,15.9,12.1,15.6,13.6,9.0,9.2,2.6,3.3,38230,56144,41.9,(X),(X)
0500000US21207,"Russell County, Kentucky",6922,10.2,9.4,15.3,12.0,14.0,17.9,10.2,7.4,1.9,1.6,38390,49682,52.2,(X),(X)
0500000US21209,"Scott County, Kentucky",20551,3.5,3.9,6.5,8.7,12.0,17.8,15.5,18.4,7.9,5.7,70817,87058,31.2,(X),(X)
0500000US21211,"Shelby County, Kentucky",16624,4.9,3.9,7.3,9.9,11.4,17.2,15.8,15.6,6.4,7.5,67056,89068,30.5,(X),(X)
0500000US21213,"Simpson County, Kentucky",7028,8.0,3.8,10.4,13.8,14.5,21.0,12.2,11.2,2.2,3.0,48623,61077,33.9,(X),(X)
0500000US21215,"Spencer County, Kentucky",6763,5.5,2.0,5.4,7.4,8.8,16.3,19.5,20.4,9.0,5.6,80166,91493,33.6,(X),(X)
0500000US21217,"Taylor County, Kentucky",9857,10.0,7.3,12.8,9.2,15.8,20.6,10.5,9.9,2.3,1.6,44522,59529,38.9,(X),(X)
0500000US21219,"Todd County, Kentucky",4644,9.7,9.3,10.3,13.8,11.1,20.8,9.5,11.5,1.4,2.7,44005,61829,34.6,(X),(X)
0500000US21221,"Trigg County, Kentucky",5892,5.8,5.8,11.2,12.6,14.2,17.9,14.5,11.0,4.3,2.7,50536,67091,36.2,(X),(X)
0500000US21223,"Trimble County, Kentucky",3498,9.4,4.3,11.5,9.4,13.7,23.0,9.0,14.2,2.6,2.8,53056,65931,42.7,(X),(X)
0500000US21225,"Union County, Kentucky",5374,6.9,4.5,9.9,12.9,20.5,17.0,10.8,12.4,3.4,1.7,46673,60222,31.3,(X),(X)
0500000US21227,"Warren County, Kentucky",48224,6.8,5.5,10.3,9.9,15.6,18.6,12.3,12.4,4.0,4.6,52270,74174,25.8,(X),(X)
0500000US21229,"Washington County, Kentucky",4581,4.8,6.1,12.1,9.4,12.8,21.7,13.0,14.2,2.0,3.8,53743,66579,36.4,(X),(X)
0500000US21231,"Wayne County, Kentucky",8231,13.2,7.5,17.4,12.0,12.6,19.4,7.3,6.3,2.0,2.2,34914,55543,43.3,(X),(X)
0500000US21233,"Webster County, Kentucky",4953,8.9,9.2,12.9,11.6,15.6,15.4,9.7,12.6,1.8,2.2,42119,58282,39.0,(X),(X)
0500000US21235,"Whitley County, Kentucky",12620,12.5,8.0,15.2,11.2,11.6,18.6,8.8,9.7,2.1,2.2,39005,56554,37.3,(X),(X)
0500000US21237,"Wolfe County, Kentucky",2898,16.3,12.8,21.3,12.6,13.0,13.0,5.4,4.4,1.0,0.2,24623,36718,30.8,(X),(X)
0500000US21239,"Woodford County, Kentucky",10355,4.5,3.2,9.4,9.9,13.9,17.0,12.3,18.6,6.5,4.7,63820,80655,30.2,(X),(X)
0500000US22001,"Acadia Parish, Louisiana",22236,10.8,6.8,15.0,10.7,11.7,13.7,12.4,10.9,5.2,2.8,43396,61465,39.9,(X),(X)
0500000US22003,"Allen Parish, Louisiana",7925,4.9,8.6,16.6,10.9,12.5,14.6,13.5,13.3,3.5,1.6,46446,61465,26.8,(X),(X)
0500000US22005,"Ascension Parish, Louisiana",43032,6.2,3.2,6.9,6.8,9.7,14.3,14.5,19.8,10.4,8.2,80527,94664,41.6,(X),(X)
0500000US22007,"Assumption Parish, Louisiana",8552,12.7,6.1,12.4,12.9,9.3,14.0,11.1,13.6,3.8,4.2,43759,63643,35.5,(X),(X)
0500000US22009,"Avoyelles Parish, Louisiana",15163,13.9,7.7,15.8,9.6,13.7,13.9,9.1,8.6,4.6,3.2,38565,57201,39.3,(X),(X)
0500000US22011,"Beauregard Parish, Louisiana",13520,7.6,6.4,12.0,8.0,13.0,17.0,13.7,14.9,4.3,3.0,53209,67685,32.6,(X),(X)
0500000US22013,"Bienville Parish, Louisiana",5812,15.2,9.5,18.3,13.4,8.3,13.2,10.7,8.3,1.3,1.8,30272,49035,30.4,(X),(X)
0500000US22015,"Bossier Parish, Louisiana",49377,7.7,4.5,10.2,11.5,12.6,17.3,13.7,13.4,5.2,4.0,54268,71481,49.1,(X),(X)
0500000US22017,"Caddo Parish, Louisiana",95864,10.6,7.3,14.0,11.6,12.7,15.6,10.0,10.2,3.6,4.3,41797,65177,47.9,(X),(X)
0500000US22019,"Calcasieu Parish, Louisiana",77780,8.0,4.7,13.0,10.2,13.0,16.5,10.8,13.7,5.5,4.5,51148,72183,48.1,(X),(X)
0500000US22021,"Caldwell Parish, Louisiana",3665,11.1,10.6,15.2,12.0,11.5,14.6,7.1,11.7,3.2,3.0,37691,61083,31.4,(X),(X)
0500000US22023,"Cameron Parish, Louisiana",2734,0.4,6.3,12.8,14.9,13.7,13.8,9.1,18.1,6.7,4.1,53423,74910,44.6,(X),(X)
0500000US22025,"Catahoula Parish, Louisiana",3364,11.6,10.0,13.1,12.2,8.8,14.8,7.1,14.1,5.1,3.2,40129,60017,38.5,(X),(X)
0500000US22027,"Claiborne Parish, Louisiana",5917,15.6,12.2,17.7,17.1,13.4,10.9,6.0,5.0,1.3,0.8,26776,43917,26.6,(X),(X)
0500000US22029,"Concordia Parish, Louisiana",7162,11.2,11.1,20.1,9.9,12.4,15.1,8.1,7.8,2.5,1.7,32500,51568,38.6,(X),(X)
0500000US22031,"De Soto Parish, Louisiana",10821,11.7,7.3,10.7,11.9,10.8,17.6,8.8,12.3,4.5,4.3,46006,65839,40.1,(X),(X)
0500000US22033,"East Baton Rouge Parish, Louisiana",164346,8.3,4.9,10.6,9.8,12.0,16.1,11.3,13.8,6.2,6.9,54948,82340,43.1,(X),(X)
0500000US22035,"East Carroll Parish, Louisiana",2037,26.9,10.7,15.5,12.2,10.0,11.5,4.6,4.1,2.7,1.9,22346,58740,33.1,(X),(X)
0500000US22037,"East Feliciana Parish, Louisiana",6959,9.6,4.9,10.8,9.3,14.0,19.5,9.3,14.1,5.1,3.3,51803,68891,52.1,(X),(X)
0500000US22039,"Evangeline Parish, Louisiana",12172,12.4,10.9,16.2,13.7,13.7,13.2,8.2,7.8,1.7,2.0,31965,48970,35.0,(X),(X)
0500000US22041,"Franklin Parish, Louisiana",7423,14.1,11.1,11.8,12.4,13.8,15.4,10.6,7.2,2.0,1.7,35282,50029,38.6,(X),(X)
0500000US22043,"Grant Parish, Louisiana",6989,11.4,6.1,12.3,12.6,17.4,17.3,9.3,10.0,1.9,1.7,42505,52966,31.3,(X),(X)
0500000US22045,"Iberia Parish, Louisiana",26184,8.9,5.9,11.4,12.2,14.1,17.4,11.7,13.5,3.1,1.8,46861,61590,32.4,(X),(X)
0500000US22047,"Iberville Parish, Louisiana",10903,11.9,3.3,9.1,13.4,12.2,18.8,9.1,14.5,4.1,3.6,50161,66504,48.1,(X),(X)
0500000US22049,"Jackson Parish, Louisiana",5971,11.6,7.9,14.5,11.0,14.9,13.0,11.7,9.1,3.9,2.5,39139,55915,29.7,(X),(X)
0500000US22051,"Jefferson Parish, Louisiana",169452,6.9,4.7,10.9,10.3,13.5,17.7,12.7,13.4,5.4,4.6,54032,74367,42.8,(X),(X)
0500000US22053,"Jefferson Davis Parish, Louisiana",11726,9.9,7.9,16.9,9.5,9.9,13.9,10.8,12.3,4.3,4.8,42105,65425,43.5,(X),(X)
0500000US22055,"Lafayette Parish, Louisiana",91543,8.5,4.9,10.7,9.3,11.8,15.9,12.2,14.2,5.9,6.5,56999,80379,34.2,(X),(X)
0500000US22057,"Lafourche Parish, Louisiana",36895,7.3,5.3,11.6,9.7,12.0,17.3,13.3,13.9,5.4,4.1,55506,73249,31.9,(X),(X)
0500000US22059,"LaSalle Parish, Louisiana",4814,8.1,7.8,14.4,11.1,15.0,12.3,15.9,9.8,2.7,2.9,42104,60286,28.5,(X),(X)
0500000US22061,"Lincoln Parish, Louisiana",17712,16.0,6.0,16.2,11.5,11.0,14.5,8.5,8.6,3.8,3.9,35467,58164,25.4,(X),(X)
0500000US22063,"Livingston Parish, Louisiana",48410,5.7,3.5,9.4,9.0,11.4,18.2,12.8,18.4,7.2,4.4,63389,80470,38.0,(X),(X)
0500000US22065,"Madison Parish, Louisiana",3832,18.5,8.2,13.4,16.0,13.6,14.7,5.5,6.3,1.5,2.1,30350,46317,37.6,(X),(X)
0500000US22067,"Morehouse Parish, Louisiana",9732,16.5,8.1,16.5,11.1,13.7,16.2,8.2,6.6,1.4,1.6,32929,45813,28.2,(X),(X)
0500000US22069,"Natchitoches Parish, Louisiana",14659,19.7,8.2,17.8,12.5,11.4,12.2,6.4,7.1,2.7,2.0,28567,47309,31.4,(X),(X)
0500000US22071,"Orleans Parish, Louisiana",153819,14.4,7.7,12.2,10.3,11.5,14.2,8.8,9.9,4.5,6.4,41604,71938,36.9,(X),(X)
0500000US22073,"Ouachita Parish, Louisiana",56556,13.1,6.0,12.8,11.9,13.8,15.2,9.1,10.4,4.0,3.7,41121,63423,35.1,(X),(X)
0500000US22075,"Plaquemines Parish, Louisiana",8919,10.0,3.6,10.8,7.4,12.8,20.8,8.9,16.0,6.0,3.8,57204,76432,39.5,(X),(X)
0500000US22077,"Pointe Coupee Parish, Louisiana",8960,15.3,6.6,11.6,10.1,12.0,16.1,9.0,11.4,2.7,5.2,41480,66680,47.1,(X),(X)
0500000US22079,"Rapides Parish, Louisiana",48488,8.8,6.1,12.7,10.7,13.9,17.4,10.6,12.4,3.8,3.4,47269,66728,32.3,(X),(X)
0500000US22081,"Red River Parish, Louisiana",3372,12.2,12.8,16.6,9.9,10.6,13.9,8.3,6.9,2.6,6.1,33816,58402,34.3,(X),(X)
0500000US22083,"Richland Parish, Louisiana",7459,13.5,8.3,19.0,9.7,10.7,14.1,10.6,9.0,3.1,2.0,34029,51463,43.0,(X),(X)
0500000US22085,"Sabine Parish, Louisiana",9158,10.7,8.4,14.6,11.0,14.6,16.7,9.9,9.6,2.4,2.0,40336,55685,31.7,(X),(X)
0500000US22087,"St. Bernard Parish, Louisiana",15005,11.3,6.1,12.7,11.0,13.7,17.7,11.1,11.4,3.6,1.4,44661,56887,34.7,(X),(X)
0500000US22089,"St. Charles Parish, Louisiana",19212,5.8,4.1,7.8,7.3,10.3,18.0,12.7,18.0,10.0,6.1,69019,89045,38.5,(X),(X)
0500000US22091,"St. Helena Parish, Louisiana",3857,9.8,10.6,13.4,10.0,13.5,13.9,10.7,12.7,3.8,1.7,43886,61237,29.0,(X),(X)
0500000US22093,"St. James Parish, Louisiana",7719,6.6,8.3,12.7,9.7,10.9,15.1,9.5,14.8,8.5,4.0,51603,70558,40.9,(X),(X)
